,Airline,Source,Destination,Total_Stops,Price,Date,Month
5819,SpiceJet,Mumbai,Hyderabad,non-stop,2175,15,5
5820,IndiGo,Delhi,Cochin,1 stop,6628,27,5
5821,Jet Airways,Delhi,Cochin,2 stops,13376,12,6
5822,IndiGo,Kolkata,Banglore,non-stop,4148,27,3
5823,Jet Airways,Delhi,Cochin,2 stops,9254,27,3
5824,Jet Airways,Banglore,Delhi,non-stop,8016,24,6
5825,Jet Airways,Banglore,Delhi,non-stop,4030,1,5
5826,Jet Airways,Banglore,Delhi,non-stop,5198,12,5
5827,Air Asia,Kolkata,Banglore,non-stop,4409,15,4
5828,Air India,Mumbai,Hyderabad,non-stop,10082,1,3
5829,Jet Airways,Kolkata,Banglore,1 stop,9663,18,5
5830,SpiceJet,Banglore,Delhi,non-stop,3971,3,4
5831,IndiGo,Chennai,Kolkata,non-stop,6297,15,3
5832,SpiceJet,Banglore,Delhi,non-stop,3573,9,5
5833,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
5834,IndiGo,Banglore,Delhi,non-stop,4423,27,4
5835,Jet Airways,Banglore,New Delhi,1 stop,19225,6,3
5836,IndiGo,Chennai,Kolkata,non-stop,6297,12,3
5837,SpiceJet,Kolkata,Banglore,non-stop,3849,6,3
5838,Multiple carriers,Delhi,Cochin,1 stop,15078,6,3
5839,IndiGo,Kolkata,Banglore,1 stop,4205,12,5
5840,Air India,Banglore,Delhi,non-stop,5228,27,5
5841,Multiple carriers,Delhi,Cochin,1 stop,7408,6,6
5842,Jet Airways,Banglore,Delhi,non-stop,7229,9,6
5843,Jet Airways,Delhi,Cochin,2 stops,10919,15,6
5844,Jet Airways,Banglore,Delhi,non-stop,4544,1,5
5845,Jet Airways,Delhi,Cochin,1 stop,6540,21,3
5846,Jet Airways,Delhi,Cochin,1 stop,16079,21,5
5847,Multiple carriers,Delhi,Cochin,1 stop,13377,1,6
5848,IndiGo,Banglore,Delhi,non-stop,4823,3,6
5849,Jet Airways,Kolkata,Banglore,1 stop,14151,15,5
5850,GoAir,Kolkata,Banglore,1 stop,6095,9,5
5851,Air India,Delhi,Cochin,1 stop,12029,27,5
5852,Air India,Kolkata,Banglore,1 stop,4437,6,4
5853,IndiGo,Banglore,Delhi,non-stop,3419,27,6
5854,IndiGo,Banglore,Delhi,non-stop,3943,1,4
5855,Multiple carriers,Delhi,Cochin,1 stop,13542,21,3
5856,Air India,Delhi,Cochin,1 stop,7174,27,6
5857,IndiGo,Mumbai,Hyderabad,non-stop,7417,9,3
5858,Jet Airways,Delhi,Cochin,2 stops,16704,9,5
5859,Air India,Kolkata,Banglore,non-stop,4435,18,3
5860,Air Asia,Banglore,Delhi,non-stop,3383,21,6
5861,IndiGo,Kolkata,Banglore,non-stop,4804,21,4
5862,Air Asia,Banglore,Delhi,non-stop,3383,27,5
5863,IndiGo,Kolkata,Banglore,1 stop,6991,24,5
5864,Air India,Delhi,Cochin,2 stops,10441,9,5
5865,IndiGo,Delhi,Cochin,1 stop,5073,21,3
5866,Multiple carriers,Delhi,Cochin,1 stop,7695,21,3
5867,Air India,Delhi,Cochin,1 stop,7480,24,5
5868,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
5869,Jet Airways,Banglore,New Delhi,1 stop,13817,12,3
5870,Jet Airways,Kolkata,Banglore,1 stop,13067,21,5
5871,SpiceJet,Mumbai,Hyderabad,non-stop,1965,6,6
5872,IndiGo,Delhi,Cochin,1 stop,6674,6,6
5873,Air India,Mumbai,Hyderabad,2 stops,16172,12,3
5874,Multiple carriers,Delhi,Cochin,1 stop,7268,24,6
5875,Jet Airways,Banglore,New Delhi,1 stop,17524,15,3
5876,Multiple carriers,Delhi,Cochin,1 stop,7888,21,5
5877,IndiGo,Mumbai,Hyderabad,non-stop,2754,6,6
5878,Air India,Banglore,New Delhi,3 stops,10573,3,3
5879,Multiple carriers,Delhi,Cochin,1 stop,11789,9,6
5880,Jet Airways,Kolkata,Banglore,1 stop,13067,6,5
5881,IndiGo,Banglore,New Delhi,non-stop,4238,24,3
5882,Multiple carriers,Delhi,Cochin,1 stop,9794,21,5
5883,Air India,Delhi,Cochin,2 stops,7615,21,3
5884,Jet Airways,Delhi,Cochin,2 stops,11664,21,3
5885,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
5886,IndiGo,Kolkata,Banglore,1 stop,3809,15,4
5887,SpiceJet,Kolkata,Banglore,non-stop,3841,18,6
5888,Multiple carriers,Delhi,Cochin,1 stop,6795,27,5
5889,IndiGo,Kolkata,Banglore,1 stop,4565,24,4
5890,IndiGo,Delhi,Cochin,1 stop,12351,9,3
5891,IndiGo,Delhi,Cochin,non-stop,5021,18,3
5892,Air India,Delhi,Cochin,2 stops,10467,21,5
5893,Air India,Banglore,Delhi,non-stop,6121,15,4
5894,SpiceJet,Chennai,Kolkata,non-stop,6300,15,3
5895,Air Asia,Banglore,New Delhi,non-stop,10715,1,3
5896,Air India,Kolkata,Banglore,non-stop,5510,24,5
5897,Jet Airways,Banglore,Delhi,non-stop,6144,3,5
5898,Air India,Mumbai,Hyderabad,2 stops,13253,6,3
5899,Jet Airways,Kolkata,Banglore,1 stop,13941,12,5
5900,IndiGo,Kolkata,Banglore,non-stop,4488,1,4
5901,SpiceJet,Kolkata,Banglore,non-stop,3841,3,6
5902,Multiple carriers,Delhi,Cochin,1 stop,7575,15,5
5903,Air India,Delhi,Cochin,2 stops,9968,27,5
5904,Jet Airways,Delhi,Cochin,2 stops,15129,9,5
5905,IndiGo,Kolkata,Banglore,1 stop,4864,6,5
5906,Air India,Delhi,Cochin,1 stop,7480,3,6
5907,Multiple carriers,Delhi,Cochin,1 stop,15867,6,3
5908,Jet Airways,Kolkata,Banglore,1 stop,13067,21,5
5909,Air India,Kolkata,Banglore,1 stop,8366,9,5
5910,Air India,Delhi,Cochin,2 stops,21571,3,3
5911,Air Asia,Banglore,Delhi,non-stop,4282,12,5
5912,Air India,Delhi,Cochin,2 stops,13591,9,5
5913,Vistara,Kolkata,Banglore,1 stop,7927,1,4
5914,Jet Airways,Delhi,Cochin,1 stop,14714,3,6
5915,Jet Airways,Banglore,New Delhi,1 stop,11087,12,3
5916,Air India,Delhi,Cochin,1 stop,28322,1,3
5917,Jet Airways,Kolkata,Banglore,1 stop,9314,1,5
5918,IndiGo,Delhi,Cochin,1 stop,7060,9,6
5919,IndiGo,Chennai,Kolkata,non-stop,7900,1,3
5920,Jet Airways,Mumbai,Hyderabad,non-stop,5678,24,6
5921,IndiGo,Kolkata,Banglore,1 stop,4860,24,4
5922,SpiceJet,Mumbai,Hyderabad,non-stop,2017,1,5
5923,IndiGo,Kolkata,Banglore,1 stop,5069,12,6
5924,Vistara,Kolkata,Banglore,1 stop,9397,9,6
5925,IndiGo,Delhi,Cochin,1 stop,5073,6,4
5926,Air India,Kolkata,Banglore,3 stops,15145,24,3
5927,Multiple carriers,Delhi,Cochin,1 stop,8099,24,6
5928,Air India,Banglore,New Delhi,1 stop,14594,6,3
5929,IndiGo,Delhi,Cochin,non-stop,4729,27,3
5930,IndiGo,Kolkata,Banglore,non-stop,4804,21,5
5931,Jet Airways,Delhi,Cochin,2 stops,19644,27,5
5932,Air India,Delhi,Cochin,2 stops,8656,27,3
5933,Jet Airways,Delhi,Cochin,2 stops,13014,9,6
5934,IndiGo,Delhi,Cochin,1 stop,6442,27,3
5935,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
5936,Jet Airways,Kolkata,Banglore,1 stop,10539,6,6
5937,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
5938,Vistara,Kolkata,Banglore,1 stop,8452,6,6
5939,IndiGo,Delhi,Cochin,1 stop,7144,18,5
5940,SpiceJet,Banglore,New Delhi,non-stop,5126,9,3
5941,Multiple carriers,Delhi,Cochin,1 stop,6795,12,6
5942,Jet Airways,Kolkata,Banglore,1 stop,8586,12,5
5943,SpiceJet,Kolkata,Banglore,non-stop,4439,18,5
5944,SpiceJet,Banglore,New Delhi,non-stop,6205,15,3
5945,IndiGo,Banglore,Delhi,non-stop,4284,6,5
5946,Jet Airways,Kolkata,Banglore,1 stop,14571,6,6
5947,Air Asia,Kolkata,Banglore,non-stop,3807,6,4
5948,SpiceJet,Kolkata,Banglore,non-stop,3850,6,3
5949,SpiceJet,Kolkata,Banglore,1 stop,8479,18,5
5950,Multiple carriers,Delhi,Cochin,1 stop,8073,18,5
5951,IndiGo,Banglore,Delhi,non-stop,3943,1,6
5952,IndiGo,Chennai,Kolkata,non-stop,4332,9,5
5953,SpiceJet,Kolkata,Banglore,non-stop,4174,27,4
5954,Air India,Banglore,New Delhi,1 stop,14594,1,3
5955,Jet Airways,Delhi,Cochin,2 stops,11507,3,6
5956,Multiple carriers,Delhi,Cochin,1 stop,6093,15,6
5957,IndiGo,Banglore,New Delhi,non-stop,8033,24,3
5958,IndiGo,Banglore,Delhi,non-stop,4823,27,6
5959,Jet Airways,Delhi,Cochin,2 stops,13292,3,6
5960,Multiple carriers,Delhi,Cochin,1 stop,9526,15,6
5961,SpiceJet,Kolkata,Banglore,non-stop,3815,21,3
5962,IndiGo,Chennai,Kolkata,non-stop,3597,27,6
5963,Jet Airways,Delhi,Cochin,2 stops,13376,15,6
5964,SpiceJet,Mumbai,Hyderabad,non-stop,2017,9,5
5965,Air India,Kolkata,Banglore,2 stops,11853,24,3
5966,Jet Airways,Delhi,Cochin,1 stop,10262,12,6
5967,SpiceJet,Chennai,Kolkata,non-stop,3859,24,3
5968,Air India,Kolkata,Banglore,2 stops,12744,9,6
5969,Multiple carriers,Delhi,Cochin,2 stops,18485,1,6
5970,Air India,Kolkata,Banglore,2 stops,13227,6,5
5971,IndiGo,Chennai,Kolkata,non-stop,3597,21,6
5972,IndiGo,Kolkata,Banglore,non-stop,4804,12,5
5973,IndiGo,Banglore,Delhi,non-stop,4423,15,6
5974,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
5975,SpiceJet,Chennai,Kolkata,non-stop,3543,6,5
5976,IndiGo,Kolkata,Banglore,non-stop,4174,12,4
5977,SpiceJet,Delhi,Cochin,1 stop,7084,9,3
5978,Air India,Kolkata,Banglore,2 stops,14960,15,5
5979,Jet Airways,Kolkata,Banglore,1 stop,13339,24,3
5980,Jet Airways,Banglore,Delhi,non-stop,7229,12,4
5981,IndiGo,Delhi,Cochin,1 stop,6818,18,5
5982,IndiGo,Delhi,Cochin,1 stop,6316,9,6
5983,Air India,Delhi,Cochin,non-stop,5201,18,6
5984,IndiGo,Delhi,Cochin,1 stop,10958,18,5
5985,IndiGo,Chennai,Kolkata,non-stop,3858,21,6
5986,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
5987,Air India,Kolkata,Banglore,1 stop,8996,24,5
5988,Jet Airways,Delhi,Cochin,2 stops,8098,27,3
5989,SpiceJet,Chennai,Kolkata,non-stop,3543,1,5
5990,Multiple carriers,Delhi,Cochin,1 stop,10529,24,5
5991,Jet Airways,Delhi,Cochin,1 stop,7438,21,3
5992,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
5993,IndiGo,Banglore,Delhi,non-stop,4823,27,5
5994,Jet Airways,Banglore,Delhi,non-stop,5769,21,6
5995,Multiple carriers,Delhi,Cochin,1 stop,9042,21,3
5996,Air India,Delhi,Cochin,1 stop,4697,6,4
5997,Jet Airways,Kolkata,Banglore,1 stop,10844,9,5
5998,Air Asia,Banglore,Delhi,non-stop,8420,9,6
5999,Multiple carriers,Delhi,Cochin,1 stop,7563,6,3
6000,Air India,Delhi,Cochin,1 stop,7480,15,5
6001,Jet Airways,Banglore,Delhi,non-stop,4030,6,5
6002,Multiple carriers,Delhi,Cochin,1 stop,6513,12,6
6003,Jet Airways,Kolkata,Banglore,1 stop,8355,9,6
6004,Multiple carriers,Delhi,Cochin,2 stops,16655,21,5
6005,Jet Airways,Kolkata,Banglore,1 stop,10844,18,5
6006,SpiceJet,Kolkata,Banglore,non-stop,3873,21,6
6007,IndiGo,Kolkata,Banglore,non-stop,5224,9,6
6008,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
6009,IndiGo,Kolkata,Banglore,non-stop,4778,3,3
6010,Jet Airways,Delhi,Cochin,1 stop,16289,9,3
6011,Air India,Delhi,Cochin,non-stop,5674,18,3
6012,Air India,Mumbai,Hyderabad,2 stops,12854,12,3
6013,Air India,Banglore,New Delhi,1 stop,8425,9,3
6014,Jet Airways,Delhi,Cochin,2 stops,9328,21,3
6015,Multiple carriers,Delhi,Cochin,1 stop,17057,3,3
6016,Jet Airways,Banglore,Delhi,non-stop,7229,3,5
6017,IndiGo,Delhi,Cochin,1 stop,14871,3,3
6018,Jet Airways,Delhi,Cochin,2 stops,14300,27,6
6019,Jet Airways,Kolkata,Banglore,1 stop,8529,12,6
6020,Multiple carriers,Delhi,Cochin,1 stop,10877,9,6
6021,IndiGo,Kolkata,Banglore,1 stop,5386,21,5
6022,Multiple carriers,Delhi,Cochin,1 stop,11622,27,3
6023,Multiple carriers,Delhi,Cochin,1 stop,10197,27,5
6024,Air Asia,Delhi,Cochin,1 stop,8028,21,5
6025,IndiGo,Mumbai,Hyderabad,non-stop,2754,1,6
6026,Air India,Banglore,New Delhi,1 stop,6781,3,3
6027,SpiceJet,Kolkata,Banglore,non-stop,3841,21,5
6028,Multiple carriers,Delhi,Cochin,1 stop,8266,6,6
6029,IndiGo,Banglore,New Delhi,non-stop,6144,24,3
6030,Jet Airways,Banglore,Delhi,non-stop,4544,24,4
6031,Jet Airways,Delhi,Cochin,2 stops,14441,3,6
6032,Air India,Mumbai,Hyderabad,non-stop,3100,12,6
6033,Jet Airways,Kolkata,Banglore,1 stop,13067,18,5
6034,Jet Airways,Kolkata,Banglore,1 stop,8529,12,6
6035,IndiGo,Delhi,Cochin,1 stop,6442,15,5
6036,Multiple carriers,Delhi,Cochin,1 stop,6480,27,6
6037,Air India,Banglore,New Delhi,1 stop,11003,3,3
6038,Vistara,Banglore,Delhi,non-stop,4668,12,6
6039,Jet Airways,Kolkata,Banglore,1 stop,13941,9,5
6040,Vistara,Kolkata,Banglore,1 stop,8820,12,5
6041,Air India,Delhi,Cochin,1 stop,9064,9,3
6042,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
6043,Jet Airways,Delhi,Cochin,2 stops,15129,18,5
6044,Multiple carriers,Delhi,Cochin,1 stop,6513,9,5
6045,Jet Airways,Kolkata,Banglore,1 stop,14676,9,6
6046,IndiGo,Banglore,Delhi,non-stop,4823,18,5
6047,IndiGo,Kolkata,Banglore,non-stop,4174,12,4
6048,Jet Airways,Delhi,Cochin,2 stops,19172,9,3
6049,SpiceJet,Banglore,Delhi,non-stop,4423,12,4
6050,SpiceJet,Kolkata,Banglore,non-stop,3873,12,6
6051,IndiGo,Delhi,Cochin,1 stop,7189,3,6
6052,Jet Airways,Kolkata,Banglore,1 stop,13731,6,6
6053,Jet Airways,Kolkata,Banglore,1 stop,14151,12,5
6054,Air India,Chennai,Kolkata,non-stop,4667,21,5
6055,Jet Airways,Kolkata,Banglore,1 stop,11467,1,5
6056,Vistara,Mumbai,Hyderabad,1 stop,12395,6,3
6057,Multiple carriers,Delhi,Cochin,1 stop,7858,21,5
6058,IndiGo,Kolkata,Banglore,non-stop,4804,24,5
6059,Jet Airways,Kolkata,Banglore,1 stop,13469,9,6
6060,IndiGo,Delhi,Cochin,non-stop,7673,6,3
6061,Jet Airways,Kolkata,Banglore,1 stop,14151,9,6
6062,Jet Airways,Delhi,Cochin,1 stop,10262,24,6
6063,Jet Airways,Delhi,Cochin,2 stops,13014,24,6
6064,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
6065,Jet Airways,Delhi,Cochin,1 stop,11399,18,5
6066,SpiceJet,Banglore,Delhi,non-stop,3971,6,5
6067,Multiple carriers,Delhi,Cochin,1 stop,6007,27,6
6068,Air India,Banglore,New Delhi,1 stop,6383,15,3
6069,IndiGo,Banglore,Delhi,non-stop,5740,12,5
6070,SpiceJet,Mumbai,Hyderabad,non-stop,1965,15,6
6071,Multiple carriers,Delhi,Cochin,2 stops,5935,21,3
6072,IndiGo,Kolkata,Banglore,non-stop,4174,6,4
6073,IndiGo,Delhi,Cochin,1 stop,7738,21,3
6074,Air India,Delhi,Cochin,2 stops,10441,24,5
6075,Air India,Mumbai,Hyderabad,non-stop,3100,15,3
6076,Jet Airways,Delhi,Cochin,1 stop,14714,6,6
6077,Vistara,Kolkata,Banglore,1 stop,9135,9,6
6078,Air India,Kolkata,Banglore,1 stop,7893,1,4
6079,Jet Airways,Kolkata,Banglore,1 stop,12121,6,5
6080,Air India,Delhi,Cochin,non-stop,6094,9,6
6081,IndiGo,Banglore,Delhi,non-stop,4423,9,6
6082,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
6083,Vistara,Banglore,Delhi,non-stop,5403,3,4
6084,SpiceJet,Kolkata,Banglore,non-stop,3841,1,4
6085,Jet Airways,Delhi,Cochin,2 stops,11093,21,3
6086,Jet Airways,Banglore,Delhi,non-stop,7229,24,4
6087,IndiGo,Banglore,Delhi,non-stop,4823,27,5
6088,Jet Airways,Kolkata,Banglore,1 stop,11467,1,5
6089,IndiGo,Kolkata,Banglore,1 stop,6111,1,5
6090,Jet Airways,Kolkata,Banglore,1 stop,8066,9,5
6091,IndiGo,Delhi,Cochin,1 stop,7258,27,3
6092,Air India,Delhi,Cochin,non-stop,4729,27,3
6093,Multiple carriers,Delhi,Cochin,1 stop,15135,6,3
6094,Air India,Kolkata,Banglore,2 stops,12718,24,5
6095,Jet Airways,Mumbai,Hyderabad,non-stop,5678,18,6
6096,IndiGo,Delhi,Cochin,1 stop,5298,24,6
6097,Jet Airways,Banglore,New Delhi,1 stop,14815,6,3
6098,SpiceJet,Kolkata,Banglore,non-stop,4491,18,5
6099,Multiple carriers,Delhi,Cochin,1 stop,11421,27,3
6100,Jet Airways,Banglore,New Delhi,1 stop,12284,18,3
6101,Jet Airways,Banglore,Delhi,non-stop,7229,12,5
6102,IndiGo,Banglore,Delhi,non-stop,4823,15,4
6103,Jet Airways,Delhi,Cochin,1 stop,12898,27,6
6104,Multiple carriers,Delhi,Cochin,1 stop,13587,27,6
6105,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
6106,Multiple carriers,Delhi,Cochin,1 stop,5999,21,3
6107,Air India,Kolkata,Banglore,2 stops,10907,18,5
6108,Jet Airways,Kolkata,Banglore,1 stop,14151,6,6
6109,IndiGo,Banglore,Delhi,non-stop,4591,12,5
6110,Jet Airways,Banglore,New Delhi,1 stop,19225,6,3
6111,Jet Airways,Kolkata,Banglore,1 stop,9663,6,5
6112,Jet Airways,Kolkata,Banglore,1 stop,10844,1,5
6113,Multiple carriers,Delhi,Cochin,1 stop,13727,9,5
6114,Jet Airways,Kolkata,Banglore,1 stop,14151,18,5
6115,Jet Airways,Delhi,Cochin,1 stop,10262,27,6
6116,SpiceJet,Kolkata,Banglore,non-stop,3873,12,6
6117,Jet Airways,Delhi,Cochin,2 stops,13014,24,6
6118,Air India,Kolkata,Banglore,non-stop,5510,21,6
6119,Jet Airways,Delhi,Cochin,2 stops,17282,9,3
6120,Multiple carriers,Delhi,Cochin,2 stops,6653,27,3
6121,IndiGo,Delhi,Cochin,1 stop,12214,3,3
6122,Air India,Mumbai,Hyderabad,non-stop,3625,1,5
6123,IndiGo,Banglore,New Delhi,non-stop,6860,3,3
6124,GoAir,Delhi,Cochin,1 stop,3876,24,6
6125,Vistara,Banglore,Delhi,non-stop,5613,27,4
6126,Air India,Delhi,Cochin,2 stops,8971,27,3
6127,Jet Airways,Banglore,Delhi,non-stop,4030,21,5
6128,IndiGo,Delhi,Cochin,1 stop,8075,27,3
6129,Multiple carriers,Delhi,Cochin,1 stop,7005,15,6
6130,IndiGo,Kolkata,Banglore,non-stop,4778,6,3
6131,Vistara,Chennai,Kolkata,non-stop,3687,9,5
6132,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
6133,IndiGo,Delhi,Cochin,1 stop,6979,6,5
6134,Multiple carriers,Delhi,Cochin,1 stop,6717,21,3
6135,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3
6136,Air India,Banglore,New Delhi,1 stop,7192,15,3
6137,IndiGo,Kolkata,Banglore,1 stop,4226,15,4
6138,Multiple carriers,Delhi,Cochin,1 stop,9627,21,5
6139,Jet Airways,Delhi,Cochin,1 stop,4757,3,4
6140,Jet Airways,Kolkata,Banglore,1 stop,14571,24,5
6141,Air Asia,Kolkata,Banglore,1 stop,5162,1,4
6142,Jet Airways,Kolkata,Banglore,1 stop,10844,18,5
6143,SpiceJet,Kolkata,Banglore,non-stop,3815,21,3
6144,Jet Airways,Banglore,New Delhi,1 stop,17261,6,3
6145,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3
6146,SpiceJet,Kolkata,Banglore,non-stop,3841,21,6
6147,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
6148,IndiGo,Delhi,Cochin,1 stop,6838,21,3
6149,Air India,Kolkata,Banglore,1 stop,6612,12,5
6150,Air India,Banglore,New Delhi,non-stop,8851,9,3
6151,Vistara,Mumbai,Hyderabad,1 stop,12395,6,3
6152,Air Asia,Banglore,Delhi,non-stop,4282,24,6
6153,Jet Airways,Kolkata,Banglore,1 stop,14781,21,5
6154,Multiple carriers,Delhi,Cochin,1 stop,9646,12,6
6155,IndiGo,Delhi,Cochin,1 stop,6628,27,5
6156,Vistara,Banglore,Delhi,non-stop,4668,18,6
6157,Multiple carriers,Delhi,Cochin,1 stop,16863,6,3
6158,Multiple carriers,Delhi,Cochin,1 stop,12192,9,6
6159,Jet Airways,Delhi,Cochin,1 stop,12719,21,3
6160,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
6161,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
6162,SpiceJet,Kolkata,Banglore,1 stop,7804,24,5
6163,IndiGo,Kolkata,Banglore,non-stop,4174,18,4
6164,IndiGo,Mumbai,Hyderabad,non-stop,2227,27,6
6165,Jet Airways,Banglore,New Delhi,1 stop,11087,18,3
6166,Multiple carriers,Delhi,Cochin,1 stop,11667,21,3
6167,Air India,Delhi,Cochin,non-stop,7931,6,3
6168,IndiGo,Chennai,Kolkata,non-stop,5277,12,6
6169,Jet Airways,Kolkata,Banglore,1 stop,13626,12,6
6170,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
6171,Jet Airways,Kolkata,Banglore,1 stop,10031,24,3
6172,Jet Airways,Kolkata,Banglore,1 stop,10844,12,5
6173,GoAir,Delhi,Cochin,1 stop,6591,9,5
6174,Jet Airways,Delhi,Cochin,1 stop,5406,1,4
6175,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
6176,SpiceJet,Mumbai,Hyderabad,non-stop,2017,27,5
6177,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
6178,Air India,Delhi,Cochin,1 stop,8669,6,6
6179,Air Asia,Delhi,Cochin,1 stop,6151,27,3
6180,Multiple carriers,Delhi,Cochin,1 stop,10348,18,5
6181,Jet Airways,Banglore,New Delhi,non-stop,8016,24,3
6182,IndiGo,Banglore,Delhi,non-stop,4823,12,6
6183,Air India,Kolkata,Banglore,non-stop,5510,21,5
6184,Air India,Mumbai,Hyderabad,non-stop,3100,18,3
6185,Jet Airways,Delhi,Cochin,1 stop,10262,27,6
6186,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
6187,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
6188,Air India,Banglore,Delhi,non-stop,6961,18,6
6189,IndiGo,Delhi,Cochin,1 stop,6206,27,5
6190,Air India,Banglore,New Delhi,2 stops,7904,15,3
6191,Jet Airways,Delhi,Cochin,2 stops,12819,27,6
6192,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
6193,IndiGo,Banglore,Delhi,non-stop,4591,21,4
6194,Jet Airways,Delhi,Cochin,2 stops,10368,24,6
6195,Multiple carriers,Delhi,Cochin,1 stop,11142,9,5
6196,Air India,Delhi,Cochin,non-stop,4729,6,4
6197,Multiple carriers,Delhi,Cochin,1 stop,9424,9,5
6198,Multiple carriers,Delhi,Cochin,1 stop,15136,6,3
6199,Air India,Delhi,Cochin,2 stops,12199,18,5
6200,Jet Airways,Delhi,Cochin,1 stop,10262,12,6
6201,IndiGo,Delhi,Cochin,non-stop,4729,3,4
6202,SpiceJet,Kolkata,Banglore,non-stop,3841,9,6
6203,Jet Airways,Kolkata,Banglore,1 stop,14388,18,5
6204,IndiGo,Mumbai,Hyderabad,non-stop,2754,27,6
6205,Air India,Banglore,New Delhi,2 stops,12358,3,3
6206,Air India,Kolkata,Banglore,2 stops,6117,15,5
6207,Jet Airways,Delhi,Cochin,2 stops,15129,24,5
6208,Jet Airways,Kolkata,Banglore,1 stop,14388,15,5
6209,Air India,Delhi,Cochin,1 stop,7480,24,6
6210,Multiple carriers,Delhi,Cochin,1 stop,10791,27,6
6211,Jet Airways,Delhi,Cochin,1 stop,12452,27,3
6212,IndiGo,Kolkata,Banglore,1 stop,4226,21,5
6213,Vistara,Banglore,Delhi,non-stop,5403,15,4
6214,Multiple carriers,Delhi,Cochin,1 stop,9646,1,6
6215,Air Asia,Banglore,Delhi,non-stop,4282,3,6
6216,Multiple carriers,Delhi,Cochin,1 stop,7845,27,3
6217,IndiGo,Chennai,Kolkata,non-stop,3384,21,3
6218,IndiGo,Banglore,Delhi,non-stop,4823,6,5
6219,IndiGo,Chennai,Kolkata,non-stop,3597,15,6
6220,Multiple carriers,Delhi,Cochin,1 stop,13587,15,6
6221,Air Asia,Delhi,Cochin,1 stop,13474,3,3
6222,IndiGo,Chennai,Kolkata,non-stop,3384,21,3
6223,Jet Airways,Delhi,Cochin,2 stops,15129,27,5
6224,Jet Airways,Kolkata,Banglore,1 stop,8586,21,5
6225,IndiGo,Banglore,Delhi,non-stop,4591,9,6
6226,Jet Airways,Delhi,Cochin,2 stops,13882,27,6
6227,Multiple carriers,Delhi,Cochin,1 stop,18286,3,3
6228,Air Asia,Kolkata,Banglore,1 stop,5192,15,5
6229,Jet Airways,Delhi,Cochin,2 stops,11118,27,6
6230,IndiGo,Delhi,Cochin,1 stop,14871,3,3
6231,Air India,Kolkata,Banglore,2 stops,15107,24,5
6232,Air India,Delhi,Cochin,1 stop,8669,12,6
6233,GoAir,Kolkata,Banglore,1 stop,5171,1,4
6234,Jet Airways,Kolkata,Banglore,1 stop,8529,12,6
6235,Jet Airways,Delhi,Cochin,1 stop,7438,27,3
6236,IndiGo,Delhi,Cochin,1 stop,6206,9,6
6237,Air India,Banglore,Delhi,non-stop,7171,9,6
6238,Jet Airways,Kolkata,Banglore,1 stop,14151,9,6
6239,Jet Airways,Kolkata,Banglore,1 stop,14939,9,6
6240,Jet Airways,Banglore,New Delhi,1 stop,25735,1,3
6241,Jet Airways,Delhi,Cochin,2 stops,13882,12,6
6242,Vistara,Kolkata,Banglore,1 stop,9555,18,5
6243,IndiGo,Kolkata,Banglore,non-stop,4804,27,4
6244,Vistara,Chennai,Kolkata,non-stop,6627,15,3
6245,Jet Airways,Kolkata,Banglore,1 stop,8586,12,5
6246,IndiGo,Kolkata,Banglore,non-stop,4804,9,5
6247,Air India,Banglore,New Delhi,2 stops,17135,1,3
6248,Jet Airways,Delhi,Cochin,1 stop,15554,9,5
6249,IndiGo,Delhi,Cochin,1 stop,6838,27,5
6250,IndiGo,Delhi,Cochin,1 stop,8258,3,3
6251,GoAir,Delhi,Cochin,1 stop,8213,6,3
6252,Multiple carriers,Delhi,Cochin,1 stop,12192,6,6
6253,Multiple carriers,Delhi,Cochin,1 stop,14848,3,6
6254,IndiGo,Kolkata,Banglore,non-stop,4148,21,3
6255,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
6256,Jet Airways,Kolkata,Banglore,1 stop,10844,18,5
